dataset,classifier,method,metric,change_kind,value_run1,value_run2,delta,attribution
smoke,lstm,PearlSCMRecourse,pns_PS_n,changed_value,5,20,15,Stage 1 proximity rescaling and bounded prediction-only fallback; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,lstm,PearlSCMRecourse,pns_PS_n_scorable,changed_value,5,20,15,Stage 1 proximity rescaling and bounded prediction-only fallback; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,lstm,PearlSCMRecourse,proximity_l1,changed_value,32.7981793657,48.8699454739,16.0717661082,Stage 1 proximity rescaling and bounded prediction-only fallback; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,lstm,PearlSCMRecourse,proximity_l2,changed_value,6.22019755163,9.14243956608,2.92224201446,Stage 1 proximity rescaling and bounded prediction-only fallback; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,lstm,PearlSCMRecourse,scm_noise_plausibility,changed_value,0.898692523034,0.883579984891,-0.0151125381432,Stage 1 proximity rescaling and bounded prediction-only fallback; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,lstm,PearlSCMRecourse,shift_vr,changed_value,1.25,1,-0.25,Stage 1 proximity rescaling and bounded prediction-only fallback; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,lstm,PearlSCMRecourse,sparsity,changed_value,0.557333333333,0.593666666667,0.0363333333333,Stage 1 proximity rescaling and bounded prediction-only fallback; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,lstm,PearlSCMRecourse,sparsity_timepoints,changed_value,0.453333333333,0.5,0.0466666666667,Stage 1 proximity rescaling and bounded prediction-only fallback; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,lstm,PearlSCMRecourse,trsi,changed_value,0.953929839371,0.89078047795,-0.0631493614215,Stage 1 proximity rescaling and bounded prediction-only fallback; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,lstm,PearlSCMRecourse,validity,changed_value,0.8,1,0.2,Stage 1 proximity rescaling and bounded prediction-only fallback; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,lstm,PearlSCMRecourse,validity_base,changed_value,0.8,1,0.2,Stage 1 proximity rescaling and bounded prediction-only fallback; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,lstm,TSCausal,cf_faith_pearl_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke,lstm,TSCausal,cf_faith_pearl_soft,changed_value,0.317486061657,0.450884223831,0.133398162173,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92"
smoke,lstm,TSCausal,cf_faith_rollout_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke,lstm,TSCausal,cf_faith_rollout_soft,changed_value,0.314677871856,0.428493090049,0.113815218193,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92"
smoke,lstm,TSCausal,do_complexity_mean_all,new_metric,,30,,Stage 2 D4 explicit do-complexity denominators
smoke,lstm,TSCausal,do_complexity_mean_pearl_scorable,new_metric,,30,,Stage 2 D4 explicit do-complexity denominators
smoke,lstm,TSCausal,frac_no_do_schedule,new_metric,,0,,Stage 2 D4 explicit do-complexity denominators
smoke,lstm,TSCausal,n,changed_value,5,20,15,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92"
smoke,lstm,TSCausal,n_cf_faith_scorable,changed_value,5,20,15,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92"
smoke,lstm,TSCausal,n_do_scorable,new_metric,,20,,Stage 2 D4 explicit do-complexity denominators
smoke,lstm,TSCausal,ood,changed_value,-0.181547035447,-0.118306143818,0.0632408916292,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92"
smoke,lstm,TSCausal,pns_PS_A_model_proposed,changed_value,1,0.95,-0.05,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92"
smoke,lstm,TSCausal,pns_PS_delta_total,changed_value,1,0.95,-0.05,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92"
smoke,lstm,TSCausal,pns_PS_delta_trajectory,changed_value,1,0.95,-0.05,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92"
smoke,lstm,TSCausal,pns_PS_n,changed_value,5,20,15,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92"
smoke,lstm,TSCausal,pns_PS_n_scorable,changed_value,5,20,15,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92"
smoke,lstm,TSCausal,proximity_l1,changed_value,189.11685054,133.279132292,-55.8377182485,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92"
smoke,lstm,TSCausal,proximity_l2,changed_value,22.3854869619,16.0074832182,-6.3780037438,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92"
smoke,lstm,TSCausal,scm_noise_plausibility,changed_value,0.0926808506158,0.115826732778,0.0231458821622,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92"
smoke,lstm,TSCausal,sparsity,changed_value,0.008,0.00833333333333,0.000333333333333,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92"
smoke,lstm,TSCausal,trsi,changed_value,1.25292656511,1.42064264638,0.167716081279,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92"
smoke,lstm,TSCausal,validity,changed_value,1,0.95,-0.05,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92"
smoke,lstm,TSCausal,validity_base,changed_value,1,0.95,-0.05,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92"
smoke,lstm,TSCausal,validity_shift,changed_value,1,0.95,-0.05,"Fresh local classifier/CF regeneration; diagnostic only, not a fix claim; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92"
smoke,oracle,OracleCF-Pearl,cf_faith_pearl_hard_given_valid,new_metric,,1,,Stage 2 D5 conditional-faithfulness metric
smoke,oracle,OracleCF-Pearl,cf_faith_pearl_hard_valid,new_metric,,0.65,,Stage 2 D8 expanded oracle coverage
smoke,oracle,OracleCF-Pearl,cf_faith_rollout_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke,oracle,OracleCF-Pearl,cf_faith_rollout_hard_valid,new_metric,,0,,Stage 2 D8 expanded oracle coverage
smoke,oracle,OracleCF-Pearl,cf_faith_rollout_soft,changed_value,0.693561508476,0.769661847113,0.0761003386361,Stage 2 D8 oracle rescoring on the regenerated local substrate; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,oracle,OracleCF-Pearl,do_complexity_mean,new_metric,,1,,Stage 2 D8 expanded oracle coverage
smoke,oracle,OracleCF-Pearl,do_complexity_mean_all,new_metric,,1,,Stage 2 D4 explicit do-complexity denominators
smoke,oracle,OracleCF-Pearl,do_complexity_mean_pearl_scorable,new_metric,,1,,Stage 2 D4 explicit do-complexity denominators
smoke,oracle,OracleCF-Pearl,do_complexity_median,new_metric,,1,,Stage 2 D8 expanded oracle coverage
smoke,oracle,OracleCF-Pearl,do_complexity_stability,new_metric,,1,,Stage 2 D8 expanded oracle coverage
smoke,oracle,OracleCF-Pearl,frac_no_do_schedule,new_metric,,0,,Stage 2 D4 explicit do-complexity denominators
smoke,oracle,OracleCF-Pearl,n,changed_value,5,20,15,Stage 2 D8 oracle rescoring on the regenerated local substrate; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,oracle,OracleCF-Pearl,n_cf_faith_scorable,changed_value,5,20,15,Stage 2 D8 oracle rescoring on the regenerated local substrate; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,oracle,OracleCF-Pearl,n_do_scorable,new_metric,,20,,Stage 2 D4 explicit do-complexity denominators
smoke,oracle,OracleCF-Pearl,ood,new_metric,,0.029881972189,,Stage 2 D8 expanded oracle coverage
smoke,oracle,OracleCF-Pearl,proximity_l1,changed_value,17.1802486398,17.1802487045,6.46740652144e-08,Stage 2 D8 oracle rescoring on the regenerated local substrate; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,oracle,OracleCF-Pearl,proximity_l2,changed_value,4.29298948205,4.2929895004,1.83478974236e-08,Stage 2 D8 oracle rescoring on the regenerated local substrate; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,oracle,OracleCF-Pearl,scm_noise_plausibility,changed_value,0.871303498512,0.903394305002,0.0320908064895,Stage 2 D8 oracle rescoring on the regenerated local substrate; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,oracle,OracleCF-Pearl,trsi,changed_value,1.46474426099,1.46474428186,2.08675512425e-08,Stage 2 D8 oracle rescoring on the regenerated local substrate; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,oracle,OracleCF-Pearl,validity,new_metric,,0.65,,Stage 2 D8 expanded oracle coverage
smoke,oracle,OracleCF-Rollout,cf_faith_pearl_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke,oracle,OracleCF-Rollout,cf_faith_pearl_hard_valid,new_metric,,0,,Stage 2 D8 expanded oracle coverage
smoke,oracle,OracleCF-Rollout,cf_faith_pearl_soft,changed_value,0.693561511599,0.769661847653,0.0761003360533,Stage 2 D8 oracle rescoring on the regenerated local substrate; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,oracle,OracleCF-Rollout,cf_faith_rollout_hard_given_valid,new_metric,,1,,Stage 2 D5 conditional-faithfulness metric
smoke,oracle,OracleCF-Rollout,cf_faith_rollout_hard_valid,new_metric,,0.7,,Stage 2 D8 expanded oracle coverage
smoke,oracle,OracleCF-Rollout,do_complexity_mean,new_metric,,15,,Stage 2 D8 expanded oracle coverage
smoke,oracle,OracleCF-Rollout,do_complexity_mean_all,new_metric,,15,,Stage 2 D4 explicit do-complexity denominators
smoke,oracle,OracleCF-Rollout,do_complexity_mean_pearl_scorable,new_metric,,15,,Stage 2 D4 explicit do-complexity denominators
smoke,oracle,OracleCF-Rollout,do_complexity_median,new_metric,,15,,Stage 2 D8 expanded oracle coverage
smoke,oracle,OracleCF-Rollout,do_complexity_stability,new_metric,,1,,Stage 2 D8 expanded oracle coverage
smoke,oracle,OracleCF-Rollout,frac_no_do_schedule,new_metric,,0,,Stage 2 D4 explicit do-complexity denominators
smoke,oracle,OracleCF-Rollout,n,changed_value,5,20,15,Stage 2 D8 oracle rescoring on the regenerated local substrate; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,oracle,OracleCF-Rollout,n_cf_faith_scorable,changed_value,5,20,15,Stage 2 D8 oracle rescoring on the regenerated local substrate; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,oracle,OracleCF-Rollout,n_do_scorable,new_metric,,20,,Stage 2 D4 explicit do-complexity denominators
smoke,oracle,OracleCF-Rollout,ood,new_metric,,0.0584387366544,,Stage 2 D8 expanded oracle coverage
smoke,oracle,OracleCF-Rollout,proximity_l1,changed_value,37.17934673,29.7377840751,-7.44156265495,Stage 2 D8 oracle rescoring on the regenerated local substrate; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,oracle,OracleCF-Rollout,proximity_l2,changed_value,6.53232580255,5.60199991976,-0.930325882796,Stage 2 D8 oracle rescoring on the regenerated local substrate; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,oracle,OracleCF-Rollout,scm_noise_plausibility,changed_value,0.633772393921,0.621350091741,-0.0124223021796,Stage 2 D8 oracle rescoring on the regenerated local substrate; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,oracle,OracleCF-Rollout,sparsity,changed_value,0.526666666667,0.528,0.00133333333333,Stage 2 D8 oracle rescoring on the regenerated local substrate; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,oracle,OracleCF-Rollout,trsi,changed_value,1.15358119681,1.26499792235,0.111416725539,Stage 2 D8 oracle rescoring on the regenerated local substrate; n_cf increased from 5 to 20 and test accuracy changed 0.94→0.92
smoke,oracle,OracleCF-Rollout,validity,new_metric,,0.7,,Stage 2 D8 expanded oracle coverage
smoke_nl,lstm,CftsCOMTE,cf_faith_pearl_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_nl,lstm,CftsCOMTE,cf_faith_pearl_soft,changed_value,0.165107039819,0.487223179438,0.322116139619,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsCOMTE,cf_faith_rollout_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_nl,lstm,CftsCOMTE,cf_faith_rollout_soft,changed_value,0.165640944076,0.46536349098,0.299722546905,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsCOMTE,do_complexity_mean_all,new_metric,,30,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,CftsCOMTE,do_complexity_mean_pearl_scorable,new_metric,,30,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,CftsCOMTE,frac_no_do_schedule,new_metric,,0,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,CftsCOMTE,n_do_scorable,new_metric,,20,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,CftsCOMTE,ood,changed_value,-0.222808337312,-0.0794068191217,0.14340151819,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsCOMTE,pns_PS_A_model_proposed,new_metric,,1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCOMTE,pns_PS_B_model_oracle,new_metric,,1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCOMTE,pns_PS_C_world_oracle,new_metric,,0.85,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCOMTE,pns_PS_delta_outcome,new_metric,,0.15,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCOMTE,pns_PS_delta_total,new_metric,,0.15,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCOMTE,pns_PS_delta_trajectory,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCOMTE,pns_PS_do_complexity_mean,new_metric,,30,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCOMTE,pns_PS_do_complexity_median,new_metric,,30,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCOMTE,pns_PS_frac_no_intervention,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCOMTE,pns_PS_n,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCOMTE,pns_PS_n_scorable,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCOMTE,proximity_l1,changed_value,481.891081171,242.073076747,-239.818004424,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsCOMTE,proximity_l2,changed_value,48.5042132748,31.4141952236,-17.0900180512,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsCOMTE,scm_noise_plausibility,changed_value,0.0801117182891,0.0899141604514,0.00980244216233,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsCOMTE,sparsity,changed_value,0,0.6,0.6,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsCOMTE,sparsity_channels,changed_value,0,0.6,0.6,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsCOMTE,trsi,changed_value,0.164589487309,0.0565309542023,-0.108058533107,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsCels,cf_faith_pearl_soft,changed_value,0.998395978328,0.998502632512,0.000106654183766,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsCels,cf_faith_rollout_soft,changed_value,0.882226353608,0.884630631365,0.00240427775765,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsCels,do_complexity_mean,changed_value,6.55,6.1,-0.45,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsCels,do_complexity_mean_all,new_metric,,6.1,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,CftsCels,do_complexity_mean_pearl_scorable,new_metric,,6.1,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,CftsCels,do_complexity_median,changed_value,6.5,6,-0.5,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsCels,do_complexity_stability,changed_value,11.1,12.05,0.95,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsCels,frac_no_do_schedule,new_metric,,0,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,CftsCels,n_do_scorable,new_metric,,20,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,CftsCels,ood,changed_value,0.0166640037925,0.0166764126606,1.24088680463e-05,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsCels,pns_PS_A_model_proposed,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCels,pns_PS_B_model_oracle,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCels,pns_PS_C_world_oracle,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCels,pns_PS_delta_outcome,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCels,pns_PS_delta_total,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCels,pns_PS_delta_trajectory,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCels,pns_PS_do_complexity_mean,new_metric,,6.1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCels,pns_PS_do_complexity_median,new_metric,,6,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCels,pns_PS_frac_no_intervention,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCels,pns_PS_n,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCels,pns_PS_n_scorable,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsCels,proximity_l1,changed_value,0.201914088988,0.164499463649,-0.0374146253389,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsCels,proximity_l2,changed_value,0.187098429351,0.149835392171,-0.0372630371798,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsCels,scm_noise_plausibility,changed_value,0.935295958954,0.936096995286,0.000801036331209,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsCels,sparsity,changed_value,0.958,0.958666666667,0.000666666666667,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsCels,sparsity_channels,changed_value,0.47,0.46,-0.01,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsCels,sparsity_timepoints,changed_value,0.808333333333,0.815,0.00666666666667,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsCels,trsi,changed_value,1.07714723862,1.09306100352,0.0159137648977,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsConfeti,cf_faith_pearl_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_nl,lstm,CftsConfeti,cf_faith_pearl_soft,changed_value,0.261891112083,0.260258767311,-0.00163234477224,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsConfeti,cf_faith_rollout_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_nl,lstm,CftsConfeti,cf_faith_rollout_soft,changed_value,0.258274585237,0.263067407643,0.00479282240569,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsConfeti,do_complexity_mean,changed_value,29.95,30,0.05,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsConfeti,do_complexity_mean_all,new_metric,,30,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,CftsConfeti,do_complexity_mean_pearl_scorable,new_metric,,30,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,CftsConfeti,frac_no_do_schedule,new_metric,,0,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,CftsConfeti,n_do_scorable,new_metric,,20,,Stage 2 D4 explicit do-complexity denominators
smoke_nl,lstm,CftsConfeti,ood,changed_value,-0.140868228426,-0.143989714125,-0.00312148569905,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsConfeti,pns_PS_A_model_proposed,new_metric,,1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsConfeti,pns_PS_B_model_oracle,new_metric,,0.9,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsConfeti,pns_PS_C_world_oracle,new_metric,,0.8,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsConfeti,pns_PS_delta_outcome,new_metric,,0.1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsConfeti,pns_PS_delta_total,new_metric,,0.2,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsConfeti,pns_PS_delta_trajectory,new_metric,,0.1,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsConfeti,pns_PS_do_complexity_mean,new_metric,,30,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsConfeti,pns_PS_do_complexity_median,new_metric,,30,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsConfeti,pns_PS_frac_no_intervention,new_metric,,0,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsConfeti,pns_PS_n,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsConfeti,pns_PS_n_scorable,new_metric,,20,,Stage 5 complete phase-07 PNS coverage for all smoke configs
smoke_nl,lstm,CftsConfeti,proximity_l1,changed_value,211.118859707,213.884826012,2.76596630492,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsConfeti,proximity_l2,changed_value,25.4334665043,25.6117962512,0.178329746876,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsConfeti,scm_noise_plausibility,changed_value,0.0829646516538,0.082091279544,-0.000873372109784,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsConfeti,sparsity,changed_value,0.407333333333,0.400666666667,-0.00666666666667,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsConfeti,sparsity_timepoints,changed_value,0.00666666666667,0.0166666666667,0.01,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsConfeti,trsi,changed_value,0.837281476961,0.832563348967,-0.00471812799384,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsWachter,cf_faith_pearl_hard,changed_value,0,0.526315789474,0.526315789474,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsWachter,cf_faith_pearl_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_nl,lstm,CftsWachter,cf_faith_pearl_soft,changed_value,0.834819152254,0.920222305393,0.0854031531389,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
smoke_nl,lstm,CftsWachter,cf_faith_rollout_hard_given_valid,new_metric,,0,,Stage 2 D5 conditional-faithfulness metric
smoke_nl,lstm,CftsWachter,cf_faith_rollout_soft,changed_value,0.884668276876,0.876422334221,-0.008245942655,User-requested CFTS update 2fb4921→f925d1a and adapter migration; accuracy matches run 1 but the GH200 checkpoint was not retained for weight-identical replay
